"GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted","rsi","sma","GSPC.Close.EMA.14","GSPC.Close.SMA.10"
923.26001,947.77002,923.26001,942.87,6370440000,942.87,,,,
942.87,949.38,938.46002,944.73999,5987340000,944.73999,,,,
942.51001,942.51001,923.84998,931.76001,5323770000,931.76001,,,,
932.48999,942.46997,929.32001,942.46002,5352890000,942.46002,,,,
945.66998,951.69,934.13,940.09003,5277910000,940.09003,,,,
938.12,946.33002,926.44,939.14001,4483430000,939.14001,,,,
940.34998,946.91998,936.15002,942.42999,4439950000,942.42999,,,,
942.72998,949.77002,927.96997,939.15002,5379420000,939.15002,,,,
939.03998,956.22998,939.03998,944.89001,5500840000,944.89001,,,,
943.44,946.29999,935.65997,946.21002,4528120000,946.21002,,941.37401,,941.37401
942.45001,942.45001,919.65002,923.71997,4697880000,923.71997,,939.459007,,939.459007
925.59998,928,911.59998,911.96997,4951200000,911.96997,,936.182005,,936.182005
911.89001,918.44,903.78003,910.71002,5523650000,910.71002,,934.077006,,934.077006
910.85999,921.92999,907.94,918.37,4684010000,918.37,,931.668004,,931.668004
919.96002,927.09003,915.79999,921.22998,5713390000,921.22998,37.7767485051384,929.781999,37.7767485051384,929.781999
918.13,918.13,893.03998,893.03998,4903940000,893.03998,28.1295431458154,925.171996,28.1295431458154,925.171996
893.46002,898.69,888.85999,895.09998,5071020000,895.09998,29.5454760082864,920.438995,29.5454760082864,920.438995
896.31,910.84998,896.31,900.94,4636720000,900.94,33.5427717196621,916.617993,33.5427717196621,916.617993
899.45001,921.41998,896.27002,920.26001,4911240000,920.26001,44.7171958752056,914.154993,44.7171958752056,914.154993
918.84003,922,913.03003,918.90002,6076660000,918.90002,44.1543756091348,911.423993,44.1543756091348,911.423993
919.85999,927.98999,916.17999,927.22998,4211760000,927.22998,48.4353180885214,911.774994,48.4353180885214,911.774994
927.15002,930.01001,912.85999,919.32001,4627570000,919.32001,44.9144261166276,912.509998,44.9144261166276,912.509998
920.82001,931.91998,920.82001,923.33002,3919400000,923.33002,47.0171449464553,913.771998,47.0171449464553,913.771998
921.23999,921.23999,896.41998,896.41998,3.931e+09,896.41998,36.8511857327497,911.576996,36.8511857327497,911.576996
894.27002,898.71997,886.35999,898.71997,4712580000,898.71997,38.0834257726869,909.325995,38.0834257726869,909.325995
898.59998,898.59998,879.92999,881.03003,4673300000,881.03003,32.7845426413103,908.125,32.7845426413103,908.125
881.90002,886.79999,869.32001,879.56,5721780000,879.56,32.3813360546395,906.571002,32.3813360546395,906.571002
881.28003,887.85999,878.45001,882.67999,4347170000,882.67999,34.2301658142002,904.745001,34.2301658142002,904.745001
880.03003,883.57001,872.81,879.13,3912080000,879.13,33.1205157573089,900.632,33.1205157573089,900.632
879.57001,901.04999,875.32001,901.04999,4499440000,901.04999,44.9806678106945,898.846997,44.9806678106945,898.846997
900.77002,905.84003,896.5,905.84003,4149030000,905.84003,47.1848102556529,896.708002,47.1848102556529,896.708002
910.15002,933.95001,910.15002,932.67999,5238830000,932.67999,57.4668503828399,898.044,57.4668503828399,898.044
930.16998,943.96002,927.45001,940.73999,4898640000,940.73999,59.9860890429258,899.784997,59.9860890429258,899.784997
940.56,941.89001,934.65002,940.38,5141380000,940.38,59.8156783355701,904.180999,59.8156783355701,904.180999
942.07001,951.62,940.98999,951.13,4853150000,951.13,63.1795408828144,909.422002,63.1795408828144,909.422002
951.96997,956.53003,943.21997,954.58002,5309300000,954.58002,64.2148783476788,916.777001,64.2148783476788,916.777001
953.40002,959.83002,947.75,954.07001,4634100000,954.07001,63.9287042025449,924.228002,63.9287042025449,924.228002
954.07001,979.41998,953.27002,976.28998,5761650000,976.28998,70.1667048416504,933.589001,70.1667048416504,933.589001
972.15997,979.78998,965.95001,979.26001,4458300000,979.26001,70.8913213336561,943.602002,70.8913213336561,943.602002
978.63,982.48999,972.28998,982.17999,4631290000,982.17999,71.6211247504539,951.715002,71.6211247504539,951.715002
981.47998,982.34998,969.34998,979.62,5490350000,979.62,69.9649468533159,959.092999,69.9649468533159,959.092999
977.65997,977.76001,968.65002,975.15002,5178770000,975.15002,67.0494468822404,963.340002,67.0494468822404,963.340002
976.01001,996.67999,976.01001,986.75,6035180000,986.75,70.4865237340578,967.941003,70.4865237340578,967.941003
986.79999,993.17999,982.84998,987.47998,5139070000,987.47998,70.693693334268,972.651001,70.693693334268,972.651001
990.21997,1003.60999,990.21997,1002.63,5603440000,1002.63,74.6680054899902,977.801001,74.6680054899902,977.801001
1001.40997,1007.12,996.67999,1005.65002,5713700000,1005.65002,75.3846250163344,982.908001,75.3846250163344,982.908001
1005.40997,1006.64001,994.31,1002.71997,7242120000,1002.71997,73.2204056512571,987.772997,73.2204056512571,987.772997
1004.06,1008,992.48999,997.08002,6753380000,997.08002,69.1076801848425,989.852001,69.1076801848425,989.852001
999.83002,1018,999.83002,1010.47998,6827089600,1010.47998,72.9895607412502,992.973998,72.9895607412502,992.973998
1008.89001,1010.12,1000.98999,1007.09998,5406080000,1007.09998,70.5803578075344,995.465997,70.5803578075344,995.465997
1005.77002,1005.77002,992.40002,994.34998,5773160000,994.34998,62.235329835468,996.938995,62.235329835468,996.938995
994,1012.78003,993.35999,1005.81,5498170000,1005.81,66.1135293983754,1000.004993,66.1135293983754,1000.004993
1005.85999,1013.14001,1000.82001,1012.72998,5250660000,1012.72998,68.2348188875478,1002.602991,68.2348188875478,1002.602991
1012.22998,1012.59998,994.59998,1004.09003,4940750000,1004.09003,62.9372969675317,1004.263996,62.9372969675317,1004.263996
998.17999,998.17999,978.51001,979.72998,4088570000,979.72998,50.9311908061976,1001.973994,50.9311908061976,1001.973994
980.62,991.20001,980.62,989.66998,4198970000,989.66998,54.7263701250419,1000.37599,54.7263701250419,1000.37599
986.88,999.60999,980.62,996.46002,4.257e+09,996.46002,57.163673734002,999.749995,57.163673734002,999.749995
996.40997,1008.91998,996.39001,1007.37,4893160000,1007.37,60.8139990108697,1000.778993,60.8139990108697,1000.778993
1009.06,1027.58997,1009.06,1026.13,5885550000,1026.13,66.1548382411538,1002.343995,66.1548382411538,1002.343995
1026.58997,1035.81995,1022.47998,1025.56995,6302450000,1025.56995,65.866222530548,1004.190992,65.866222530548,1004.190992
1026.63,1037.75,1026.20996,1028,5768740000,1028,66.5481706253869,1007.555994,66.5481706253869,1007.555994
1027.34998,1032.46997,1021.57001,1028.12,5080060000,1028.12,66.5836745513598,1009.786994,66.5836745513598,1009.786994
1027.81006,1033.32996,1016.20001,1030.97998,5785880000,1030.97998,67.4698287298907,1011.611994,67.4698287298907,1011.611994
1031.62,1039.46997,1023.13,1028.93005,5785780000,1028.93005,66.1164454302973,1014.095996,66.1164454302973,1014.095996
1025.20996,1025.20996,1014.62,1020.62,5004560000,1020.62,60.7927603428352,1018.184998,60.7927603428352,1018.184998
1019.52002,1028.44995,996.28003,998.03998,6862360000,998.03998,49.2002921881519,1019.021998,49.2002921881519,1019.021998
996.07001,1000.34003,991.96997,994.75,5842730000,994.75,47.7709329587764,1018.850996,47.7709329587764,1018.850996
996.12,1003.42999,992.25,1003.23999,4624280000,1003.23999,51.6727291693563,1018.437995,51.6727291693563,1018.437995
1003.84003,1016.47998,1001.65002,1016.40002,4097370000,1016.40002,57.0311896076089,1017.464997,57.0311896076089,1017.464997
1018.66998,1026.06995,1018.66998,1025.39001,5235160000,1025.39001,60.2718471856368,1017.447003,60.2718471856368,1017.447003
1025.35999,1036.33997,1023.96997,1033.37,5202550000,1033.37,62.9434541712158,1017.984003,62.9434541712158,1017.984003
1032.98999,1044.14001,1028.04004,1044.14001,5191380000,1044.14001,66.2428776340134,1019.586004,66.2428776340134,1019.586004
1043.92004,1048.18005,1038.40002,1042.72998,4922600000,1042.72998,65.4215977234797,1020.761004,65.4215977234797,1020.761004
1040.15002,1049.73999,1035,1049.33997,4979610000,1049.33997,67.458396350241,1022.801996,67.458396350241,1022.801996
1049.03003,1056.04004,1043.42004,1052.63,6185620000,1052.63,68.4544106097647,1026.002996,68.4544106097647,1026.002996
1053.98999,1068.76001,1052.87,1068.76001,6793529600,1068.76001,72.8430253178169,1033.074999,72.8430253178169,1033.074999
1067.87,1074.77002,1061.19995,1065.48999,6668110000,1065.48999,70.6957747700874,1040.148998,70.6957747700874,1040.148998
1066.59998,1071.52002,1064.27002,1068.30005,5607970000,1068.30005,71.4739654391997,1046.655004,71.4739654391997,1046.655004
1067.14001,1067.28003,1057.45996,1064.66003,4615280000,1064.66003,68.9208000645036,1051.481005,68.9208000645036,1051.481005
1066.34998,1073.81006,1066.34998,1071.66003,5246600000,1071.66003,71.0616388031023,1056.108007,71.0616388031023,1056.108007
1072.68994,1080.15002,1060.39001,1060.87,5531930000,1060.87,63.7697786724491,1058.858007,63.7697786724491,1058.858007
1062.56006,1066.29004,1045.84998,1050.78003,5505610000,1050.78003,57.7972007820432,1059.522009,57.7972007820432,1059.522009
1049.47998,1053.46997,1041.17004,1044.38,4507090000,1044.38,54.321852735145,1059.687011,54.321852735145,1059.687011
1045.38,1065.13,1045.38,1062.97998,3726950000,1062.97998,61.5566711703083,1061.051012,61.5566711703083,1061.051012
1063.68994,1069.62,1057.82996,1060.60999,4949900000,1060.60999,60.2472625533232,1061.849011,60.2472625533232,1061.849011
1061.02002,1063.40002,1046.46997,1057.07996,5998860000,1057.07996,58.259416423884,1060.681006,58.259416423884,1060.681006
1054.91003,1054.91003,1029.44995,1029.84998,5791450000,1029.84998,45.7261631323302,1057.117005,45.7261631323302,1057.117005
1029.70996,1030.59998,1019.95001,1025.20996,5583240000,1025.20996,43.9895448506927,1052.807996,43.9895448506927,1052.807996
1026.87,1042.57996,1025.92004,1040.45996,4313310000,1040.45996,50.6264907533778,1050.387989,50.6264907533778,1050.387989
1042.02002,1060.55005,1042.02002,1054.71997,5029840000,1054.71997,55.8899514192249,1048.693983,55.8899514192249,1048.693983
1053.65002,1058.02002,1050.09998,1057.57996,4238220000,1057.57996,56.882742536543,1048.364979,56.882742536543,1048.364979
1060.03003,1070.67004,1060.03003,1065.47998,4988400000,1065.47998,59.588411315249,1049.834974,59.588411315249,1049.834974
1065.28003,1071.51001,1063,1071.48999,3763780000,1071.48999,61.5644190409485,1052.545973,61.5644190409485,1052.545973
1071.63,1079.45996,1071.63,1076.18994,3710430000,1076.18994,63.0845923713313,1053.866969,63.0845923713313,1053.866969
1074.95996,1075.30005,1066.70996,1073.18994,4320480000,1073.18994,61.414863897338,1055.124964,61.414863897338,1055.124964
1078.68005,1093.17004,1078.68005,1092.02002,5406420000,1092.02002,67.270539307852,1058.61897,67.270539307852,1058.61897
1090.35999,1096.56006,1086.41003,1096.56006,5369780000,1096.56006,68.5113435970381,1065.289978,68.5113435970381,1065.289978
1094.67004,1094.67004,1081.53003,1087.68005,4894740000,1087.68005,63.4449388814399,1071.536987,63.4449388814399,1071.536987
1088.21997,1100.17004,1086.47998,1097.91003,4619240000,1097.91003,66.5168569345982,1077.281994,66.5168569345982,1077.281994
1098.64001,1098.64001,1086.16003,1091.06006,5396930000,1091.06006,62.7163506117948,1080.916003,62.7163506117948,1080.916003
1090.35999,1101.35999,1080.77002,1081.40002,5616290000,1081.40002,57.70878541628,1083.298009,57.70878541628,1083.298009
1080.95996,1095.20996,1074.31006,1092.91003,5192410000,1092.91003,61.6390077946076,1086.041014,61.6390077946076,1086.041014
1095.62,1095.82996,1075.48999,1079.59998,4767460000,1079.59998,55.2453239161702,1086.852013,55.2453239161702,1086.852013
1080.35999,1091.75,1065.22998,1066.94995,6363380000,1066.94995,49.9429951042535,1085.928014,49.9429951042535,1085.928014
1067.54004,1072.47998,1060.62,1063.41003,5337380000,1063.41003,48.5390536056478,1084.950023,48.5390536056478,1084.950023
1061.51001,1063.26001,1042.18994,1042.63,6600350000,1042.63,41.2147762695762,1080.011021,41.2147762695762,1080.011021
1043.68994,1066.82996,1043.68994,1066.10999,5595040000,1066.10999,50.3341988798829,1076.966014,50.3341988798829,1076.966014
1065.41003,1065.41003,1033.38,1036.18994,6512420000,1036.18994,41.4995105667709,1071.817003,41.4995105667709,1071.817003
1036.18005,1052.18005,1029.38,1042.88,6202640000,1042.88,43.8717679948109,1066.314,43.8717679948109,1066.314
1040.92004,1046.35999,1033.93994,1045.41003,5487500000,1045.41003,44.7836741807232,1061.748997,44.7836741807232,1061.748997
1047.14001,1061,1045.15002,1046.5,5635510000,1046.5,45.1967678404082,1058.258995,45.1967678404082,1058.258995
1047.30005,1066.65002,1047.30005,1066.63,4848350000,1066.63,52.2951229085763,1055.630992,52.2951229085763,1055.630992
1064.94995,1071.47998,1059.31995,1069.30005,4277130000,1069.30005,53.1617113026578,1054.600999,53.1617113026578,1054.600999
1072.31006,1093.18994,1072.31006,1093.07996,4460030000,1093.07996,60.1115229986249,1057.214,60.1115229986249,1057.214
1091.85999,1096.42004,1087.40002,1093.01001,4394770000,1093.01001,60.0832814922386,1060.173998,60.0832814922386,1060.173998
1096.04004,1105.37,1093.81006,1098.51001,4286700000,1098.51001,61.6105035776383,1065.761999,61.6105035776383,1065.761999
1098.31006,1101.96997,1084.90002,1087.23999,4160250000,1087.23999,56.8137490546584,1067.874999,56.8137490546584,1067.874999
1087.58997,1097.79004,1085.32996,1093.47998,3792610000,1093.47998,58.729657275619,1073.604003,58.729657275619,1073.604003
1094.13,1113.68994,1094.13,1109.30005,4565850000,1109.30005,63.1884976927399,1080.246008,63.1884976927399,1080.246008
1109.21997,1110.52002,1102.18994,1110.31995,3824070000,1110.31995,63.4625640923784,1086.737,63.4625640923784,1086.737
1109.43994,1111.09998,1102.69995,1109.80005,4293340000,1109.80005,63.2042397255846,1093.067005,63.2042397255846,1093.067005
1106.43994,1106.43994,1088.40002,1094.90002,4178030000,1094.90002,56.1500099052519,1095.894007,56.1500099052519,1095.894007
1094.66003,1094.66003,1086.81006,1091.38,3751230000,1091.38,54.5996382153984,1098.102002,54.5996382153984,1098.102002
1094.85999,1112.38,1094.85999,1106.23999,3827920000,1106.23999,59.6630900929791,1099.418005,59.6630900929791,1099.418005
1105.82996,1107.56006,1097.63,1105.65002,3700820000,1105.65002,59.3799357734259,1100.682006,59.3799357734259,1100.682006
1106.48999,1111.18005,1104.75,1110.63,3036350000,1110.63,61.0598882474923,1101.894005,61.0598882474923,1101.894005
1105.46997,1105.46997,1083.73999,1091.48999,2362910000,1091.48999,52.1353118661693,1102.319005,52.1353118661693,1102.319005
1091.06995,1097.23999,1086.25,1095.63,3895520000,1095.63,53.7112914358734,1102.534007,53.7112914358734,1102.534007
1098.89001,1112.28003,1098.89001,1108.85999,4249310000,1108.85999,58.4225409264716,1102.490001,58.4225409264716,1102.490001
1109.03003,1115.57996,1105.29004,1109.23999,3941340000,1109.23999,58.5530265383064,1102.382005,58.5530265383064,1102.382005
1110.58997,1117.28003,1098.73999,1099.92004,4810030000,1099.92004,54.0709110948768,1101.394004,54.0709110948768,1101.394004
1100.43005,1119.13,1096.52002,1105.97998,5781140000,1105.97998,56.407513181008,1102.502,56.407513181008,1102.502
1105.52002,1110.71997,1100.82996,1103.25,4103360000,1103.25,55.0488219156975,1103.689,55.0488219156975,1103.689
1103.04004,1103.04004,1088.60999,1091.93994,4748030000,1091.93994,49.7069766333743,1102.258995,49.7069766333743,1102.258995
1091.06995,1097.04004,1085.89001,1095.94995,4115410000,1095.94995,51.5038432053698,1101.288988,51.5038432053698,1101.288988
1098.68994,1106.25,1098.68994,1102.34998,3996490000,1102.34998,54.3096259272005,1100.460986,54.3096259272005,1100.460986
1103.95996,1108.5,1101.33997,1106.41003,3791090000,1106.41003,56.0469074725334,1101.95299,56.0469074725334,1101.95299
1107.83997,1114.76001,1107.83997,1114.10999,4548490000,1114.10999,59.2142546282153,1103.800989,59.2142546282153,1103.800989
1114.10999,1114.10999,1105.34998,1107.93005,5045100000,1107.93005,55.7423184728617,1103.707995,55.7423184728617,1103.707995
1108.60999,1116.20996,1107.95996,1109.18005,4829820000,1109.18005,56.3004453188473,1103.702001,56.3004453188473,1103.702001
1106.35999,1106.35999,1095.88,1096.07996,7615070400,1096.07996,49.2856685494987,1103.317993,49.2856685494987,1103.317993
1097.85999,1103.73999,1093.88,1102.46997,6325890000,1102.46997,52.4010507390861,1102.966992,52.4010507390861,1102.966992
1105.31006,1117.68005,1105.31006,1114.05005,3977340000,1114.05005,57.496683826858,1104.046997,57.496683826858,1104.046997
1114.51001,1120.27002,1114.51001,1118.02002,3641130000,1118.02002,59.1127138229468,1106.655005,59.1127138229468,1106.655005
1118.83997,1121.57996,1116,1120.58997,3166870000,1120.58997,60.1684986368012,1109.119007,60.1684986368012,1109.119007
1121.07996,1126.47998,1121.07996,1126.47998,1267710000,1126.47998,62.5549757962328,1111.532007,62.5549757962328,1111.532007
1127.53003,1130.38,1123.51001,1127.78003,2716400000,1127.78003,63.0807654078227,1113.669007,63.0807654078227,1113.669007
1128.55005,1130.38,1126.07996,1126.19995,2491020000,1126.19995,61.9423281155946,1114.878003,61.9423281155946,1114.878003
1125.53003,1126.42004,1121.93994,1126.42004,2277300000,1126.42004,62.0450791416416,1116.727002,62.0450791416416,1116.727002
1126.59998,1127.64001,1114.81006,1115.09998,2076990000,1115.09998,53.973514168052,1117.318995,53.973514168052,1117.318995
1116.56006,1133.87,1116.56006,1132.98999,3991400000,1132.98999,62.3169194623367,1121.009998,62.3169194623367,1121.009998
1132.66003,1136.63,1129.66003,1136.52002,2491020000,1136.52002,63.7146372395352,1124.415003,63.7146372395352,1124.415003
1135.70996,1139.18994,1133.94995,1137.14001,4972660000,1137.14001,63.967426918468,1126.723999,63.967426918468,1126.723999
1136.27002,1142.45996,1131.31995,1141.68994,5270680000,1141.68994,65.847829721939,1129.090991,65.847829721939,1129.090991
1140.52002,1145.39001,1136.21997,1144.97998,4389590000,1144.97998,67.1815207007211,1131.529992,67.1815207007211,1131.529992
1145.95996,1149.73999,1142.02002,1146.97998,4255780000,1146.97998,67.9996191224513,1133.579992,67.9996191224513,1133.579992
1143.81006,1143.81006,1131.77002,1136.21997,4716160000,1136.21997,59.4179437438648,1134.423986,59.4179437438648,1134.423986
1137.31006,1148.40002,1133.18005,1145.68005,4170360000,1145.68005,63.7495219311728,1136.371996,63.7495219311728,1136.371996
1145.68005,1150.41003,1143.80005,1148.45996,3915200000,1148.45996,64.9339786939709,1138.575988,64.9339786939709,1138.575988
1147.71997,1147.77002,1131.39001,1136.03003,4758730000,1136.03003,56.1064191466427,1140.668993,56.1064191466427,1140.668993
1136.03003,1150.44995,1135.77002,1150.22998,4724830000,1150.22998,62.3957989693123,1142.392992,62.3957989693123,1142.392992
1147.94995,1147.94995,1129.25,1138.04004,4810560000,1138.04004,55.0972552859653,1142.544994,55.0972552859653,1142.544994
